Id;FirmenNr;HaeuserNr;ETRS_UTM33N_X;ETRS_UTM33N_Y;Firma;Vorlage;FlurstuecksNr;BrandkatasterNr;Hausname;HausNr;Strasse;Strassenteil;Stadtteil;Gewerbename;Gewerbetyp;STR_NAME_2018;HNR_2018;PLZ_2018;FLURSTUECKSNR_2018;SBZ_NR_2018;SBZ_NAME_2018;OT_NR_2018;OT_NAME_2018;Unnamed: 23
1035;1781;537.0;317908.4164;5690954.09679999;Max Brockhaus;Max Brockhaus, Inh.: Max Brockhaus;1631a/1631b/1633c;1042/1042B;;16;Querstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Querstraße;16;4103.0;1631/9, 1631/10, 1631/15;0.0;Mitte;1.0;Zentrum-Ost;
1036;637;538.0;317873.555;5690908.515;R. Streller;R. Streller, Pers. haft. Ges.: H. Streller (Gaschwitz);1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1037;653;538.0;317873.555;5690908.515;Mayer & Müller;Mayer & Müller, Inh.: Rudolph Mayer u. Eduard Müller (Berlin);1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1038;656;538.0;317873.555;5690908.515;Leipz. Export- u. Verlagsges. m.b.H. in Liqu.;Leipziger Export- und Verlagsgesellschaft m.b.H. in Liqu.;1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1039;1040;538.0;317873.555;5690908.515;Gressner & Schramm;Gressner & Schramm, Inh.: Dr. Lionel Baumgärtner;1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1040;1043;538.0;317873.555;5690908.515;C. Schröter;C. Schröter, Inh.: Robert Lederer;1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Verlagsanstalt;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1041;1043;538.0;317873.555;5690908.515;C. Schröter;C. Schröter, Inh.: Robert Lederer;1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1042;1470;538.0;317873.555;5690908.515;Rösch & Winter;Rösch & Winter, Inh.: Reinhold Rösch;1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Lithographische Anstalt;Graphische Anstalt;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1043;1528;538.0;317873.555;5690908.515;"Telephon-Adreßbuch in Branchen- u. Nummern-Anordnung ... ""Telad"" Verlag C. Schröter";"Telephon-Adreßbuch in Branchen- u. Nummern-Anordnung für Handel u. Gewerbe von Leipzig und Umgegend ""Telad"" Verlag C. Schröter";1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Adreßbuch-Verlag;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1044;1773;538.0;317873.555;5690908.515;Berger & Wirth;Berger & Wirth, Inh.: Emil Worlitzer;1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Buch- und Steindruckfarbenfabrik, Firnis u. Buchdruck-Walzenmasse;Zuliefer- und Hilfsgewerbe;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1045;1933;538.0;317873.555;5690908.515;Verlag des Universal-Briefmarken-Albums;Verlag des Universal-Briefmarken-Albums, Inh.: Jul. Lücke;1577;1028;Teubners Hof;15/17;Querstraße;;Alt-Leipzig;Briefmarkenalbenverlag;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1046;1773;538.0;317873.555;5690908.515;Berger & Wirth;Berger & Wirth, Inh.: Emil Worlitzer;;;;2;Waldbaurstraße;;Schönefeld;Buch- und Steindruckfarbenfabrik, Firnis u. Buchdruck-Walzenmasse;Zuliefer- und Hilfsgewerbe;Querstraße;0;4103.0;1577b;0.0;Mitte;1.0;Zentrum-Ost;
1047;638;539.0;317880.243;5690968.018999999;Emil Stock's Verlag;Emil Stock's Verlag, Inh.: Emil Stock (Zwenkau);1618;1026;;21;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1618;0.0;Mitte;1.0;Zentrum-Ost;
1048;642;539.0;317880.243;5690968.018999999;Camillo Schneider;Camillo Schneider, Inh.: Camillo Schneider (Asch);1618;1026;;21;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1618;0.0;Mitte;1.0;Zentrum-Ost;
1049;630;540.0;317893.689;5690872.5;Maximilian Wendel;Maximilian Wendel, Inh.: Paul Meuche u. Ernst Lange;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1050;636;540.0;317893.689;5690872.5;Friedrich W. Trotzky;Friedrich W. Trotzky, Inh.: Paul Meuche u. Ernst Lange;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1051;640;540.0;317893.689;5690872.5;G. Senf Nachf.;G. Senf Nachf., Inh.: Eugen Bielefeld;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1052;645;540.0;317893.689;5690872.5;Friedrich Rothbarth;Friedrich Rothbarth, Inh.: Ernst Lange u. Paul Meuche;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1053;648;540.0;317893.689;5690872.5;C. E. M. Pfeffer;C. E. M. Pfeffer, Inh.: Eugen Bielefeld;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1054;655;540.0;317893.689;5690872.5;Leipziger Verlag, G.m.b.H.;Leipziger Verlag, G.m.b.H.;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1055;657;540.0;317893.689;5690872.5;Lange & Meuche;Lange & Meuche, Inh.: Ernst Lange u. Paul Meuche;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1056;661;540.0;317893.689;5690872.5;Jaeger-Versand, Paul Meuche;Jaeger Versand, Paul Meuche;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Reisebuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1057;667;540.0;317893.689;5690872.5;Ewald & Co. Nachfolger;Ewald & Co. Nachfolger, Inh.: Paul Meuche u. Ernst Lange;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1058;669;540.0;317893.689;5690872.5;H. R. Dohrn;H. R. Dorn, Verl. Buchhdlg, Inh.: Paul Meuche u. Ernst Lange;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1059;670;540.0;317893.689;5690872.5;Fritz Casper & Co.;Fritz Casper & Co., Inh.: Ernst Lange u. Paul Meuche;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1060;674;540.0;317893.689;5690872.5;Fikentscher;A. Anton & Co., Inh.: Ernst Lange u. Paul Meuche;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1061;675;540.0;317893.689;5690872.5;Georg H. Wigand'sche Verlagsbuchhandlung;Georg H. Wigand'sche Verlagsbuchhandlung, Inh.: P. Meuche u. Ernst Lange;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1062;1126;540.0;317893.689;5690872.5;Jaegersche Verlags-Buch- u. Landkartenhandlung, E. C. Koenitzer;Jaegersche Verlags-Buch- u. Landkartenhandlung, E. C. Koenitzer, Inh.: Paul Meuche u. Ernst Lange;1629;1039/1040;;10.12;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1629/3 und 1629/4;0.0;Mitte;1.0;Zentrum-Ost;
1063;641;541.0;317881.783;5690989.182;Dr. Seele & Co.;Dr. Seele & Co., Inh.: Dr. Wilh. Seele;1617;1024/1025;;23;Querstraße;;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;0;4103.0;1617;0.0;Mitte;1.0;Zentrum-Ost;
1064;651;542.0;317882.248499999;5691081.32269999;Georg Merseburger;Georg Merseburger;1615b;1022;;27;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;27;4103.0;1615b;0.0;Mitte;1.0;Zentrum-Ost;
1065;652;542.0;317882.248499999;5691081.32269999;Carl Merseburger;Carl Merseburger, Inh.: Max u. Georg Merseburger;1615b;1022;;27;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;27;4103.0;1615b;0.0;Mitte;1.0;Zentrum-Ost;
1066;114;543.0;317880.703399999;5691101.18339999;G. Hoske;G. Hoske;1615a;1021;;29;Querstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Querstraße;29;4103.0;1615a;0.0;Mitte;1.0;Zentrum-Ost;
1067;1281;543.0;317880.703399999;5691101.18339999;"Verlags-Anstalt ""Merkur"" Julius Süß jun.";"Verlags-Anstalt ""Merkur"" Julius Süß jun.";1615a;1021;;29;Querstraße;;Alt-Leipzig;Kalender-Verlag;Buchhandel und Verlagswesen;Querstraße;29;4103.0;1615a;0.0;Mitte;1.0;Zentrum-Ost;
1068;643;544.0;317878.97709999897;5691121.6269;Eduard Schmidt;Eduard Schmidt, Inh.in: Adele Sängewald;1591;1020;;31;Querstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;31;4103.0;1592;0.0;Mitte;1.0;Zentrum-Ost;
1069;644;544.0;317878.97709999897;5691121.6269;Ernst Rust;Rust, Ernst;1591;1020;;31;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;31;4103.0;1592;0.0;Mitte;1.0;Zentrum-Ost;
1070;677;544.0;317878.97709999897;5691121.6269;Max Sängewald;Max Sängewald;1591;1020;;31;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;31;4103.0;1592;0.0;Mitte;1.0;Zentrum-Ost;
1071;629;545.0;317883.31749999896;5690957.6576;Friedr. Wolfrum & Co.;Friedr. Wolfrum & Co., Inh.: Eugen Wolf u. Karl Heindl (Wien);1618/1617;1026/1024/1025;;21/23;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;21;4103.0;1618;0.0;Mitte;1.0;Zentrum-Ost;
1072;654;545.0;317883.31749999896;5690957.6576;Otto Lenz;Otto Lenz;1618/1617;1026/1024/1025;;21/23;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;21;4103.0;1618;0.0;Mitte;1.0;Zentrum-Ost;
1073;662;545.0;317883.31749999896;5690957.6576;Robert Hoffmann G.m.b.H.;Robert Hoffmann G.m.b.H.;1618/1617;1026/1024/1025;;21/23;Querstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;21;4103.0;1618;0.0;Mitte;1.0;Zentrum-Ost;
1074;117;546.0;317895.9594;5691133.67919999;B. Rosenheinrich Nachf.;B. Rosenheinrich Nachf.;1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1075;646;546.0;317895.9594;5691133.67919999;Gustav Richter, Theaterbuchhandlung und Musik-Verlag;Gustav Richter, Theaterbuchhandlung u. Musik-Verlag, Inh.: Bruno Witt;1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Theaterbuchhandlung;Buchhandel und Verlagswesen;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1076;647;546.0;317895.9594;5691133.67919999;Gustav Richter Theaterverlag;Gustav Richter Theaterverlag, Inh.: Bruno Witt;1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Theaterbuchhandlung;Buchhandel und Verlagswesen;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1077;659;546.0;317895.9594;5691133.67919999;Kiepert'sche Verlagsbuchhandlung;Kiepert'sche Verlagsbuchhandlung, Inh.: G. Weber (Melle i. H.);1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1078;665;546.0;317895.9594;5691133.67919999;Fr. Förster;Fr. Förster, Inh.: Julius Kößling;1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1079;671;546.0;317895.9594;5691133.67919999;Max Busch (Inh. Julius Kößling);Max Busch (Inh. Julius Kößling);1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Kommissionsbuchhandlung;Buchhandel und Verlagswesen;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1080;1046;546.0;317895.9594;5691133.67919999;Wilhelm Weis;Weis, Wilhelm;1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Buch- u. Akzidenzdruckerei;Druckerei und Buchhandel;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1081;1651;546.0;317895.9594;5691133.67919999;Jul. Heinr. Zimmermann;Jul. Heinr. Zimmermann, Inh.: Julius Zimmermann (Berlin);1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Musikverlag;Buchhandel und Verlagswesen;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1082;1818;546.0;317895.9594;5691133.67919999;Chr. Hostmann-Steinbergsche Farbenfabriken G.m.b.H.;Chr. Hostmann-Steinbergsche Farbenfabriken G.m.b.H.;1642a;1048;;26/28;Querstraße;;Alt-Leipzig;Buch- u. Steindruckfarbenfabrik Celle, Niederlassung Leipzig;Zuliefer- und Hilfsgewerbe;Querstraße;26;4103.0;1642a;0.0;Mitte;1.0;Zentrum-Ost;
1083;680;547.0;318251.407;5690646.81;Georg Thieme;Georg Thieme;1545c;853B;;2;Rabensteinplatz;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Rabensteinplatz;0;4103.0;4478/2;0.0;Mitte;2.0;Zentrum-Südost;
1084;681;548.0;314426.1089;5690753.2807;Friedrich Kanitzki;Kanitzki, Friedrich;407l;439B;;2;Rabenerstraße;;Lindenau;Kolportagebuchhandlung;Buchhandel und Verlagswesen;Rabenerstraße;2;4177.0;407l;7.0;Alt-West;71.0;Altlindenau;
1085;118;549.0;318978.8733;5691307.9186;Wilhelm Mondon;Mondon, Wilhelm;596;103;;6;Rabet;Feb.26;Reudnitz;Buchbinderei;Buchbinderhandwerk;Rabet;6;4315.0;596;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1086;682;550.0;318529.352;5691168.967;O. Renner;Renner, O.;1745n;883B;;3;Ranftsche Gasse;1 - 11 und 2 - 6;Alt-Leipzig;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Ranftsche Gasse;0;4103.0;4851;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1087;683;551.0;318654.305;5691176.581;A. H. Payne;A. H. Payne, Inh.: Albert Payne;62;42;;14;Ranftsche Gasse;Aug.14;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Ranftsche Gasse;0;4103.0;1128;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1088;1047;552.0;316750.32;5691350.02;Gebr. Wittenbecher;Gebr. Wittenbecher, Inh.: Max, Karl u. Ernst Wittenbecher;2170;1482;;13;Ranstädter Steinweg;;Alt-Leipzig;Buch- u. Akzidenzdruckerei;Druckerei und Buchhandel;Ranstädter Steinweg;0;4109.0;4614;0.0;Mitte;4.0;Zentrum-West;
1089;119;553.0;316598.684;5691314.091;Emil Binder;Binder, Emil;2137a/2137b;1446;;33;Ranstädter Steinweg;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Ranstädter Steinweg;0;4109.0;4610;0.0;Mitte;4.0;Zentrum-West;
1090;684;554.0;316501.930599999;5691376.433999999;Edwin Bormann's Selbstverlag;Edwin Bormann's Selbstverlag, Inh.: Edwin Bormannsche Erben;2046b;1412D;;42;Ranstädter Steinweg;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Ranstädter Steinweg;26;4109.0;2046b;0.0;Mitte;5.0;Zentrum-Nordwest;
1091;1392;555.0;319026.6094;5691173.8311;Schroeder, Spieß & Co., G.m.b.H.;Schroeder, Spieß & Co. G.m.b.H.;589c;105G;;45;Rathausstraße;;Reudnitz;"Maschinenfabrik automat. Bogenanlegeapp. ""Rotary""";Polygraphischer Maschinenbau;Reclamstraße;45;4315.0;589c;2.0;Ost;20.0;Neustadt-Neuschönefeld;
1092;685;556.0;316711.105;5693404.302999999;A. Elgert;Elgert, A.;301;46;;1;Reginenstraße;;Gohlis;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;Reginenstraße;0;4155.0;301/1;9.0;Nord;90.0;Gohlis-Süd;
1093;1048;557.0;316575.346599999;5690563.402000001;Günther & Müller;Günther & Müller, Inh.: Otto Günther, Bruno Günther u. Woldemar Günther;2273;1655;;16;Reichelstraße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Reichelstraße;12;4109.0;2273/5;0.0;Mitte;4.0;Zentrum-West;
1094;1050;558.0;318640.234799999;5690698.23259999;J. A. Sigall;Sigall, J. A., Inh.: Alfred Sigall;236;253;;14;Perthestraße;;Reudnitz;Buchdruckerei;Druckerei und Buchhandel;Perthesstraße;14;4317.0;777;3.0;Südost;30.0;Reudnitz-Thonberg;
1095;121;560.0;;;Max Schmidt;Schmidt, Max;237;254;;16;Perthestraße;;Reudnitz;Buchbinderei;Buchbinderhandwerk;;;;;;;;;
1096;121;560.0;;;Max Schmidt;Schmidt, Max;237;254;;16;Perthestraße;;Reudnitz;Preß-Vergolde-Anstalt;Graphische Anstalt;;;;;;;;;
1097;121;560.0;;;Max Schmidt;Schmidt, Max;237;254;;16;Perthestraße;;Reudnitz;Präge-Anstalt;Graphische Anstalt;;;;;;;;;
1098;686;560.0;;;M. Oelsner;Oelsner, M., Inh. Curt Oelsner;237;254;;16;Perthestraße;;Reudnitz;Sortimentsbuchhandlung;Buchhandel und Verlagswesen;;;;;;;;;
1099;686;560.0;;;M. Oelsner;Oelsner, M., Inh. Curt Oelsner;237;254;;16;Perthestraße;;Reudnitz;Musikalienhandlung;Buchhandel und Verlagswesen;;;;;;;;;
1100;686;560.0;;;M. Oelsner;Oelsner, M., Inh. Curt Oelsner;237;254;;16;Perthestraße;;Reudnitz;Antiquariatsbuchhandlung;Buchhandel und Verlagswesen;;;;;;;;;
1101;120;561.0;317296.391;5691115.256;C. Ludwig Kühne;C. Ludwig Kühne;242;259;;24;Reichsstraße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Reichsstraße;0;4109.0;4747;0.0;Mitte;0.0;Zentrum;
1102;1049;562.0;318650.695;5690734.722999999;F. Bauer;Bauer, F.;238;255/256;;18/20;Perthestraße;;Reudnitz;Buchdruckerei;Druckerei und Buchhandel;Perthesstraße;0;4317.0;1024;3.0;Südost;30.0;Reudnitz-Thonberg;
1103;688;563.0;318658.081699999;5689879.3781;Johannes Schubert;Schubert, Johannes, Leipziger Verlagshaus;747;147C;;9;Reitzenhainer Straße;Jan.27;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Prager Straße;37;4317.0;747;3.0;Südost;30.0;Reudnitz-Thonberg;
1104;689;563.0;318658.081699999;5689879.3781;Leipziger Bücher-Versandhaus;Leipziger Bücher-Versandhaus G.m.b.H.;747;147C;;9;Reitzenhainer Straße;Jan.27;Reudnitz;Reisebuchhandlung;Buchhandel und Verlagswesen;Prager Straße;37;4317.0;747;3.0;Südost;30.0;Reudnitz-Thonberg;
1105;690;564.0;318819.31;5689649.937999999;"Verlag ""Für's prakt. Leben"", Gebr. Rast";"Verlag ""Für's prakt. Leben"", Gebr. Rast, Inh.: Rud. Rast (außerh.) u. Reinhard Rast";6;7;;37;Reitzenhainer Straße;29 - 49;Neureudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Prager Straße ;0;4317.0;312;3.0;Südost;30.0;Reudnitz-Thonberg;
1106;122;565.0;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Reproduktionsanstalt;Graphische Anstalt;Reudnitzer Straße;1/7;4103.0;1774/2;0.0;Mitte;1.0;Zentrum-Ost;
1107;122;565.0;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Chemigraphische Kunstanstalt;Graphische Anstalt;Reudnitzer Straße;1/7;4103.0;1774/2;0.0;Mitte;1.0;Zentrum-Ost;
1108;122;565.0;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Galvanoplastik;Satzherstellung;Reudnitzer Straße;1/7;4103.0;1774/2;0.0;Mitte;1.0;Zentrum-Ost;
1109;122;565.0;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Reudnitzer Straße;1/7;4103.0;1774/2;0.0;Mitte;1.0;Zentrum-Ost;
1110;122;565.0;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Buchdruckerei;Druckerei und Buchhandel;Reudnitzer Straße;1/7;4103.0;1774/2;0.0;Mitte;1.0;Zentrum-Ost;
1111;122;565.0;318335.518;5691305.391;J. J. Weber;J. J. Weber, Teilhaber: Horst Weber, Siegfried Weber u. Dr. Wolfgang Weber (Berlin);1774;1100/1101/1102/1103;;1/3/5/7;Reudnitzer Straße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Reudnitzer Straße;1/7;4103.0;1774/2;0.0;Mitte;1.0;Zentrum-Ost;
1112;691;566.0;318379.8278;5691323.82039999;Otto Zöphel;Otto Zöphel;1773;1099;;9;Reudnitzer Straße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Reudnitzer Straße;11;4103.0;4504;0.0;Mitte;1.0;Zentrum-Ost;
1113;123;567.0;318404.601;5691338.036;Osc. Ramm, Inh. Curt Ramm;Osc. Ramm, Inh. Curt Ramm;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Buchbinderei;Buchbinderhandwerk;Reudnitzer Straße;0;4103.0;4465/2;0.0;Mitte;1.0;Zentrum-Ost;
1114;1051;567.0;318404.601;5691338.036;F. A. Körner;F. A. Körner, Inh.in: Ww Bertha Körner;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Verlag;Buchhandel und Verlagswesen;Reudnitzer Straße;0;4103.0;4465/2;0.0;Mitte;1.0;Zentrum-Ost;
1115;1051;567.0;318404.601;5691338.036;F. A. Körner;F. A. Körner, Inh.in: Ww Bertha Körner;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Buch- u. Steindruckerei;Druckerei und Buchhandel;Reudnitzer Straße;0;4103.0;4465/2;0.0;Mitte;1.0;Zentrum-Ost;
1116;1272;567.0;318404.601;5691338.036;Carl Opitz;Opitz, Carl;1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Kartographische Anstalt;Graphische Anstalt;Reudnitzer Straße;0;4103.0;4465/2;0.0;Mitte;1.0;Zentrum-Ost;
1117;1793;567.0;318404.601;5691338.036;"Expedition der Zeitschrift ""Die Feuerspritze"", F. A. Körner";"Expedition der Zeitschrift ""Die Feuerspritze"", F. A. Körner, Inh.in: Ww. Bertha Körner";1770;1096;;15;Reudnitzer Straße;;Alt-Leipzig;Zeitschriftenverlag;Buchhandel und Verlagswesen;Reudnitzer Straße;0;4103.0;4465/2;0.0;Mitte;1.0;Zentrum-Ost;
1118;692;568.0;318460.163;5691365.156;Benno Konegen Verlag;Benno Konegen Verlag;1767;1093;;21;Reudnitzer Straße;;Alt-Leipzig;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Reudnitzer Straße;0;4103.0;4465/3;0.0;Mitte;1.0;Zentrum-Ost;
1119;693;569.0;319203.1539;5689671.7467;Wilhelm Ehrenberg;Ehrenberg, Wilhelm;???;110C;;17;Riebeckstraße;1 - 47 und 2 - 56;Reudnitz;Verlagsbuchhandlung;Buchhandel und Verlagswesen;Riebeckstraße;17;4317.0;349h;3.0;Südost;30.0;Reudnitz-Thonberg;
